;ticker;exchange;shortName;industryID;industryIDv2;industry;industryEn;establishedYear;noEmployees;noShareholders;foreignPercent;website;stockRating;deltaInWeek;deltaInMonth;deltaInYear;outstandingShare;issueShare;companyType
1500;SFC;HOSE;Nhiên liệu Sài Gòn;275;7573;Điện, nước & xăng dầu khí đốt;Utilities;2000;231;0;0,008;http://www.sfc.com.vn;3,2;-0,096;-0,066;-0,028;11,2;11,3;CT
1504;CCI;HOSE;CIDICO;275;7573;Điện, nước & xăng dầu khí đốt;Utilities;2002;93;411;0,024;http://www.cidico.com.vn;3,2;-0,108;-0,085;0,373;17,5;17,7;CT
1509;DRL;HOSE;Thủy điện - Điện lực 3;274;7535;Điện, nước & xăng dầu khí đốt;Utilities;2003;34;1852;0,032;http://www.pc3hp.com.vn;3,2;0,036;0,059;0,376;9,5;9,5;CT
1510;ASP;HOSE;Dầu khí An Pha;275;7573;Điện, nước & xăng dầu khí đốt;Utilities;2004;1520;4360;0,49;http://www.anphapetrol.com;2,2;0,017;-0,018;-0,281;37,3;37,3;CT
1511;PGC;HOSE;Gas Petrolimex;275;7573;Điện, nước & xăng dầu khí đốt;Utilities;2004;1058;0;0,051;http://www.pgas.petrolimex.com.vn;2,5;-0,016;-0,032;-0,024;60,3;60,3;CT
1514;SJD;HOSE;Thủy điện Cần Đơn;274;7535;Điện, nước & xăng dầu khí đốt;Utilities;2004;281;0;0,149;http://www.candon.com.vn;3,3;-0,068;-0,038;0,071;69;69;CT
1515;VSH;HOSE;Thủy điện Vĩnh Sơn - Sông Hinh;274;7535;Điện, nước & xăng dầu khí đốt;Utilities;2004;215;3653;0,116;http://www.vshpc.evn.com.vn;3,1;-0,006;-0,14;0,29;236,2;236,2;CT
1516;SII;HOSE;Hạ tầng Nước Sài Gòn;277;7577;Điện, nước & xăng dầu khí đốt;Utilities;2004;159;167;0,489;http://www.saigonwater.com.vn;2,2;0,023;0,049;0,128;64,5;64,5;CT
1517;CHP;HOSE;Thủy điện Miền Trung;274;7535;Điện, nước & xăng dầu khí đốt;Utilities;2004;135;3896;0,039;http://www.chp.vn;3,1;-0,064;-0,045;0,447;146,9;146,9;CT
1519;SHP;HOSE;Thủy điện Miền Nam;274;7535;Điện, nước & xăng dầu khí đốt;Utilities;2004;120;3173;0,052;http://www.shp.com.vn;3,3;-0,029;-0,006;0,469;101,2;101,2;CT
1524;KHP;HOSE;Điện lực Khánh Hòa;274;7535;Điện, nước & xăng dầu khí đốt;Utilities;2005;1034;7667;0,02;https://pckhanhhoa.cpc.vn;2,4;-0,05;-0,156;-0,234;58,9;60,4;CT
1532;TBC;HOSE;Thủy điện Thác Bà;274;7535;Điện, nước & xăng dầu khí đốt;Utilities;2005;158;1230;0,008;http://www.thacba.com.vn;3,3;-0,067;0,023;0,316;63,5;63,5;CT
1534;TDG;HOSE;Đầu tư TDG Global;275;7573;Điện, nước & xăng dầu khí đốt;Utilities;2005;27;2765;0,003;http://www.thaiduongpetrol.vn;2,4;0,167;0,022;-0,308;16,8;16,8;CT
1537;BWE;HOSE;Nước - Môi trường Bình Dương;277;7577;Điện, nước & xăng dầu khí đốt;Utilities;2006;1061;3997;0,178;http://www.biwase.com.vn;2,9;-0,066;-0,032;0,196;192,9;192,9;CT
1538;PPC;HOSE;Nhiệt điện Phả Lại;274;7535;Điện, nước & xăng dầu khí đốt;Utilities;2006;803;9020;0,131;http://ppc.evn.vn;2,3;-0,003;-0,101;-0,116;320,6;326,2;CT
1550;POW;HOSE;Điện lực Dầu khí Việt Nam;274;7535;Điện, nước & xăng dầu khí đốt;Utilities;2007;2125;44043;0,039;https://pvpower.vn;2,7;-0,063;-0,016;0,057;2341,9;2341,9;CT
1554;CLW;HOSE;Cấp nước Chợ Lớn;277;7577;Điện, nước & xăng dầu khí đốt;Utilities;2007;455;446;0,049;http://www.capnuoccholon.com.vn;3;-0,016;0,078;0,475;13;13;CT
1556;CNG;HOSE;CNG Việt Nam;275;7573;Điện, nước & xăng dầu khí đốt;Utilities;2007;271;0;0,06;https://www.cngvietnam.com/;2,9;-0,051;-0,228;-0,053;27;27;CT
1557;PGD;HOSE;PV GAS D;275;7573;Điện, nước & xăng dầu khí đốt;Utilities;2007;267;1689;0,465;http://www.pvgasd.com.vn;2,9;0,023;0,046;0,159;90;90;CT
1558;BTP;HOSE;Nhiệt điện Bà Rịa;274;7535;Điện, nước & xăng dầu khí đốt;Utilities;2007;261;1048;0,094;http://www.btp.com.vn;3,1;-0,008;0,016;0,22;60,5;60,5;CT
1561;NT2;HOSE;Điện lực Nhơn Trạch 2;274;7535;Điện, nước & xăng dầu khí đốt;Utilities;2007;176;4264;0,154;https://www.pvpnt2.vn;3,3;-0,013;-0,076;0,363;287,9;287,9;CT
1565;SBA;HOSE;Sông Ba JSC;274;7535;Điện, nước & xăng dầu khí đốt;Utilities;2007;95;6162;0,004;http://www.songba.vn;3,4;0,056;0,056;0,682;60,3;60,5;CT
1567;S4A;HOSE;Thủy điện Sê San 4A;274;7535;Điện, nước & xăng dầu khí đốt;Utilities;2007;59;1071;0,001;http://www.sesan4a.com.vn;3;-0,021;0,081;0,592;42,2;42,2;CT
1569;PMG;HOSE;ĐT và SX Petro Miền Trung;275;7573;Điện, nước & xăng dầu khí đốt;Utilities;2007;28;578;0,252;http://www.petrocenter.com.vn;2,4;-0,02;0,253;0,045;46,3;46,3;CT
1590;GEG;HOSE;Điện Gia Lai;274;7535;Điện, nước & xăng dầu khí đốt;Utilities;2010;665;1956;0,352;http://www.geccom.vn;2,6;-0,006;-0,177;-0,107;321,9;321,9;CT
1610;PGV;HOSE;Tổng Công ty Phát điện 3;274;7535;Điện, nước & xăng dầu khí đốt;Utilities;2012;2478;2009;0;http://www.genco3.com;2,6;-0,052;-0,127;-0,167;1123,5;1123,5;CT
1611;PSH;HOSE;TMại ĐT Dầu khí Nam Sông Hậu;275;7573;Điện, nước & xăng dầu khí đốt;Utilities;2012;280;5222;0;http://www.nshpetro.vn;2;-0,075;-0,25;-0,46;126,2;126,2;CT
1614;TDM;HOSE;Nước Thủ Dầu Một;277;7577;Điện, nước & xăng dầu khí đốt;Utilities;2013;22;352;0,073;http://www.tdmwater.vn;3;0,014;0,005;0,119;100;100;CT
1615;TTE;HOSE;ĐT Năng lượng Trường Thịnh;274;7535;Điện, nước & xăng dầu khí đốt;Utilities;2014;44;251;0;https://dientruongthinh.vn;2,8;0,041;0,078;0,24;28,5;28,5;CT
1619;VPD;HOSE;Phát triển Điện lực Việt Nam;274;7535;Điện, nước & xăng dầu khí đốt;Utilities;2015;128;6862;0,001;http://www.vnpd.com.vn;3;-0,064;-0,011;0,596;106,6;106,6;CT
